Sort,Crop,NO,Year,Province1,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk,,
685,LR-SC,LRSC0685,2009,LRSC07,medium_maturity,25.3 ,30.5 ,21.5 ,1973.5 ,1193.5 ,113.6 ,555.8 ,1362.3 ,Paddy soil,clay loam,21.3 ,13.5 ,92.0 ,6.0 ,135 ,72 ,68 ,3965 ,7082 ,,
686,LR-SC,LRSC0686,2010,LRSC07,late_maturity,24.075824,28.869231,20.689011,2190.9,1280.9,209.9,556.8,1434.65,Paddy soil,sandy loam,30.9,16.9,68,5.7,165,75,75,4860,6420,,
687,LR-SC,LRSC0687,2010,LRSC07,late_maturity,23.922826,28.7,20.565217,2200.9,1280.9,210,556.8,1439.47,Paddy soil,clay loam,19.9,15.6,90,5.5,165,75,75,4752,6303,,
688,LR-SC,LRSC0688,2008,LRSC07,medium_maturity,25.7 ,30.8 ,21.8 ,2182.8 ,1332.8 ,304.1 ,502.2 ,1340.4 ,Paddy soil,sandy loam,25.8 ,12.5 ,60.0 ,5.7 ,150 ,36 ,75 ,4878 ,6729 ,,
689,LR-SC,LRSC0689,2007,LRSC07,medium_maturity,25.4 ,30.7 ,21.3 ,2184.6 ,1324.6 ,218.7 ,489.2 ,1330.0 ,Paddy soil,clay,31.8 ,13.0 ,70.0 ,6.1 ,150 ,36 ,75 ,4856 ,7298 ,,
690,LR-SC,LRSC0690,2008,LRSC07,medium_maturity,25.5 ,30.5 ,21.7 ,2164.7 ,1314.7 ,297.6 ,491.4 ,1318.4 ,Paddy soil,sandy loam,44.6 ,8.1 ,137.0 ,5.7 ,150 ,36 ,75 ,5352 ,6551 ,,
691,LR-SC,LRSC0691,2008,LRSC07,medium_maturity,25.5 ,30.5 ,21.7 ,2219.2 ,1349.2 ,304.1 ,504.2 ,1353.8 ,Paddy soil,clay,50.8 ,7.6 ,37.0 ,6.3 ,150 ,36 ,75 ,4868 ,6402 ,,
692,LR-SC,LRSC0692,2008,LRSC07,medium_maturity,25.5 ,30.5 ,21.7 ,2219.2 ,1349.2 ,304.1 ,504.2 ,1353.8 ,Paddy soil,clay,39.2 ,8.1 ,66.0 ,5.5 ,150 ,36 ,75 ,4871 ,7029 ,,
693,LR-SC,LRSC0693,2007,LRSC07,medium_maturity,25.6 ,30.9 ,21.5 ,2176.6 ,1326.6 ,218.7 ,488.8 ,1327.7 ,Paddy soil,sandy loam,33.0 ,12.0 ,79.0 ,6.5 ,150 ,36 ,75 ,5138 ,7020 ,,
694,LR-SC,LRSC0694,2009,LRSC07,medium_maturity,25.1 ,30.8 ,21.2 ,2180.5 ,1310.5 ,101.0 ,542.9 ,1392.7 ,Paddy soil,silty clay loam,18.6 ,9.8 ,165.0 ,6.2 ,150 ,36 ,75 ,4992 ,7629 ,,
695,LR-SC,LRSC0695,2008,LRSC07,medium_maturity,25.0 ,30.4 ,21.4 ,2300.8 ,1380.8 ,214.2 ,498.4 ,1327.6 ,Paddy soil,loam,56.7 ,7.1 ,67.0 ,6.3 ,150 ,36 ,75 ,4433 ,6887 ,,
696,LR-SC,LRSC0696,2008,LRSC07,medium_maturity,25.2 ,30.5 ,21.6 ,2314.2 ,1394.2 ,257.9 ,490.6 ,1321.8 ,Paddy soil,sandy loam,35.1 ,8.2 ,67.0 ,5.4 ,150 ,36 ,75 ,3912 ,6326 ,,
697,LR-SC,LRSC0697,2009,LRSC07,medium_maturity,25.7 ,31.7 ,21.6 ,2260.8 ,1380.8 ,113.9 ,415.6 ,1183.2 ,Paddy soil,clay,33.1 ,6.4 ,156.0 ,6.6 ,150 ,36 ,75 ,5415 ,7920 ,,
698,LR-SC,LRSC0698,2009,LRSC07,medium_maturity,24.7 ,31.0 ,20.4 ,2491.9 ,1481.9 ,134.9 ,479.0 ,1321.3 ,Paddy soil,clay loam,36.3 ,16.9 ,76.0 ,6.2 ,150 ,36 ,75 ,3752 ,5211 ,,
699,LR-SC,LRSC0699,2008,LRSC07,late_maturity,24.941489,30.264894,21.368085,2344.5,1404.5,247.6,498.4,1339.38,Paddy soil,loam,47.1,18.6,96,5.1,150,36,75,3988.5,6783,,
700,LR-SC,LRSC0700,2008,LRSC07,medium_maturity,25.6 ,31.0 ,21.9 ,2586.1 ,1576.1 ,257.9 ,579.2 ,1531.3 ,Paddy soil,clay loam,20.6 ,8.9 ,79.0 ,6.3 ,150 ,36 ,75 ,4167 ,6500 ,,
701,LR-SC,LRSC0701,2008,LRSC07,medium_maturity,25.9 ,31.0 ,22.4 ,2333.0 ,1433.0 ,235.1 ,478.2 ,1308.6 ,Paddy soil,sandy loam,49.6 ,3.5 ,41.0 ,5.7 ,150 ,36 ,75 ,3657 ,5397 ,,
702,LR-SC,LRSC0702,2010,LRSC07,late_maturity,24.452941,29.24902,21.117647,2494.2,1474.2,253.2,521,1443.1,Paddy soil,clay loam,36.8,13.9,82,5.6,150,30,75,2670,4242,,
703,LR-SC,LRSC0703,2008,LRSC07,medium_maturity,26.1 ,31.1 ,22.5 ,2345.6 ,1445.6 ,224.2 ,488.7 ,1328.0 ,Paddy soil,clay loam,32.4 ,8.9 ,50.0 ,5.3 ,150 ,36 ,75 ,6327 ,6963 ,,
704,LR-SC,LRSC0704,2008,LRSC07,medium_maturity,26.1 ,31.2 ,22.5 ,2349.8 ,1449.8 ,224.2 ,495.2 ,1342.1 ,Paddy soil,clay loam,57.1 ,7.2 ,38.0 ,5.3 ,150 ,36 ,75 ,4692 ,5958 ,,
705,LR-SC,LRSC0705,2009,LRSC07,medium_maturity,25.4 ,31.2 ,21.6 ,2287.4 ,1387.4 ,130.3 ,480.7 ,1293.5 ,Paddy soil,clay loam,53.4 ,5.8 ,123.0 ,5.2 ,150 ,36 ,75 ,4365 ,5162 ,,
706,LR-SC,LRSC0706,2009,LRSC07,medium_maturity,25.6 ,31.3 ,21.8 ,2377.4 ,1447.4 ,139.5 ,499.6 ,1350.6 ,Paddy soil,clay loam,41.0 ,28.9 ,85.0 ,5.1 ,150 ,36 ,75 ,3969 ,7046 ,,
707,LR-SC,LRSC0707,2009,LRSC07,medium_maturity,25.1 ,31.0 ,21.3 ,2335.6 ,1405.6 ,132.6 ,492.3 ,1317.5 ,Paddy soil,sandy loam,39.1 ,5.9 ,63.0 ,5.4 ,150 ,36 ,75 ,2931 ,4001 ,,
708,LR-SC,LRSC0708,2009,LRSC07,medium_maturity,25.5 ,31.3 ,21.6 ,2343.3 ,1423.3 ,130.3 ,502.3 ,1338.0 ,Paddy soil,clay loam,57.7 ,10.5 ,63.0 ,5.6 ,150 ,36 ,75 ,4260 ,6275 ,,
709,LR-SC,LRSC0709,2010,LRSC07,late_maturity,24.787379,29.539806,21.48835,2553.1,1523.1,254.3,530,1473.62,Paddy soil,clay loam,59.7,7.9,73,5.5,150,30,75,4134,4656,,
710,LR-SC,LRSC0710,2010,LRSC07,late_maturity,24.840385,29.611538,21.525962,2583.4,1543.4,262.2,539.8,1496.87,Paddy soil,clay loam,56.2,6,97,5.6,150,30,75,4515,5280,,
711,LR-SC,LRSC0711,2008,LRSC07,late_maturity,27.533803,32.928169,24.060563,1954.9,1244.9,168.5,454.4,1185,Paddy soil,loam,34.6,28.5,57,5.8,150,36,75,5784,7500,,
712,LR-SC,LRSC0712,2008,LRSC07,medium_maturity,28.4 ,33.8 ,24.9 ,2156.8 ,1396.8 ,170.9 ,543.9 ,1378.1 ,Paddy soil,sandy clay,46.1 ,24.3 ,77.0 ,5.1 ,150 ,36 ,75 ,4343 ,6285 ,,
713,LR-SC,LRSC0713,2009,LRSC07,late_maturity,28.275806,33.817742,24.78871,1753.1,1133.1,108.3,384.5,1027.79,Paddy soil,clay loam,30,9.6,67,5.7,150,36,75,4125,6187.5,,
714,LR-SC,LRSC0714,2009,LRSC07,late_maturity,28.275806,33.817742,24.78871,1753.1,1133.1,108.3,384.5,1027.79,Paddy soil,clay loam,44,15.2,47,4.9,150,36,75,5416.5,6874.5,,
715,LR-SC,LRSC0715,2010,LRSC07,late_maturity,27.966197,33.04507,24.556338,1985.6,1275.6,151.1,452.9,1190.56,Paddy soil,clay loam,45,12.6,138,5.7,135,30,67.5,4479,6354,,
716,LR-SC,LRSC0716,2010,LRSC07,medium_maturity,28.0 ,33.0 ,24.6 ,1985.6 ,1275.6 ,151.1 ,452.9 ,1190.6 ,Paddy soil,clay loam,45.4 ,10.7 ,48.0 ,4.6 ,135 ,30 ,68 ,4688 ,6984 ,,
717,LR-SC,LRSC0717,2008,LRSC07,late_maturity,27.350667,32.709333,23.9,2051.3,1301.3,208.5,477.5,1244.59,Paddy soil,sandy clay loam,44.9,25.8,77,5.2,150,36,75,5083.5,7291.5,,
718,LR-SC,LRSC0718,2009,LRSC07,late_maturity,28.275806,33.817742,24.78871,1753.1,1133.1,108.3,384.5,1027.79,Paddy soil,clay loam,43.7,10.8,79,4.8,150,36,75,5068.5,7404,,
719,LR-SC,LRSC0719,2010,LRSC07,medium_maturity,28.0 ,33.0 ,24.6 ,1985.6 ,1275.6 ,151.1 ,452.9 ,1190.6 ,Paddy soil,clay loam,34.1 ,8.8 ,78.0 ,5.2 ,135 ,30 ,68 ,4217 ,6516 ,,
720,LR-SC,LRSC0720,2006,LRSC07,late_maturity,25.26296296,30.59135802,21.43209877,2046.3,1236.3,191.7,464.6,1237.34,Paddy soil,clay loam,54,9.3,57,6.8,150,36,75,3730.5,5457,,
721,LR-SC,LRSC0721,2006,LRSC07,medium_maturity,25.2 ,30.4 ,21.5 ,2242.8 ,1352.8 ,192.6 ,504.3 ,1346.5 ,Paddy soil,sandy loam,44.0 ,9.7 ,55.0 ,6.8 ,150 ,36 ,75 ,4167 ,5625 ,,
722,LR-SC,LRSC0722,2007,LRSC07,medium_maturity,24.6 ,29.9 ,21.0 ,2143.7 ,1273.7 ,400.5 ,432.6 ,1206.7 ,Paddy soil,clay loam,55.9 ,4.6 ,89.0 ,6.0 ,150 ,36 ,75 ,4553 ,7298 ,,
723,LR-SC,LRSC0723,2007,LRSC07,medium_maturity,24.9 ,30.2 ,21.2 ,2193.9 ,1313.9 ,404.4 ,446.5 ,1244.3 ,Paddy soil,clay,45.7 ,5.4 ,92.0 ,5.9 ,150 ,36 ,75 ,4253 ,7088 ,,
724,LR-SC,LRSC0724,2007,LRSC07,late_maturity,25.046667,30.377778,21.31,2254.2,1354.2,404.4,464.1,1287.39,Paddy soil,clay,50.1,4.7,108,6,150,36,75,4623,6981,,
725,LR-SC,LRSC0725,2008,LRSC07,late_maturity,25.74186,31.093023,21.947674,2213.8,1353.8,197.2,492.1,1292.05,Paddy soil,silty clay loam,22.1,11.2,37,6.1,150,36,75,5055,7440,,
726,LR-SC,LRSC0726,2008,LRSC07,late_maturity,25.779348,31.1,22.016304,2371.7,1451.7,219.3,516.3,1372.11,Paddy soil,silty clay loam,28.4,14.2,62,6.2,150,36,75,4935,7395,,
727,LR-SC,LRSC0727,2009,LRSC07,medium_maturity,26.2 ,32.1 ,22.1 ,2466.3 ,1526.3 ,128.8 ,617.4 ,1541.4 ,Paddy soil,clay loam,44.7 ,8.1 ,40.0 ,6.2 ,150 ,36 ,75 ,4628 ,7428 ,,
728,LR-SC,LRSC0728,2009,LRSC07,late_maturity,26.444828,32.151724,22.371264,2300.7,1430.7,97.3,570.6,1435.82,Paddy soil,silty clay loam,26.6,4.6,20,6.2,150,36,75,4833,6525,,
729,LR-SC,LRSC0729,2006,LRSC07,medium_maturity,25.4 ,29.4 ,22.0 ,2361.6 ,1431.6 ,606.9 ,536.6 ,1452.6 ,Paddy soil,silty clay loam,50.0 ,37.1 ,140.0 ,8.1 ,120 ,45 ,120 ,6434 ,7500 ,,
730,LR-SC,LRSC0730,2009,LRSC07,medium_maturity,26.6 ,31.3 ,23.4 ,2469.7 ,1539.7 ,191.1 ,530.5 ,1445.6 ,Paddy soil,clay loam,45.6 ,33.4 ,155.0 ,8.2 ,113 ,45 ,98 ,6404 ,7650 ,,
731,LR-SC,LRSC0731,2007,LRSC07,medium_maturity,26.0 ,30.3 ,23.3 ,2388.3 ,1468.3 ,454.1 ,510.8 ,1423.3 ,Paddy soil,clay loam,58.6 ,36.5 ,256.0 ,8.2 ,120 ,60 ,75 ,5754 ,7554 ,,
732,LR-SC,LRSC0732,2005,LRSC07,medium_maturity,24.3 ,28.8 ,20.9 ,2376.8 ,1396.8 ,140.3 ,468.6 ,1350.4 ,Paddy soil,clay loam,43.5 ,23.6 ,147.0 ,8.1 ,120 ,75 ,90 ,6248 ,8454 ,,
733,LR-SC,LRSC0733,2009,LRSC07,medium_maturity,26.1 ,30.9 ,23.0 ,2640.2 ,1630.2 ,191.1 ,568.4 ,1545.4 ,Paddy soil,clay loam,38.4 ,28.5 ,223.0 ,8.0 ,113 ,45 ,98 ,6215 ,8624 ,,
734,LR-SC,LRSC0734,2005,LRSC07,medium_maturity,24.3 ,28.8 ,20.9 ,2376.8 ,1396.8 ,140.3 ,468.6 ,1350.4 ,Paddy soil,silty clay loam,55.6 ,30.6 ,170.0 ,8.2 ,120 ,60 ,90 ,6504 ,7505 ,,
735,LR-SC,LRSC0735,2007,LRSC07,medium_maturity,25.4 ,29.6 ,22.8 ,2334.8 ,1414.8 ,441.1 ,486.6 ,1374.8 ,Paddy soil,clay,67.0 ,37.5 ,174.0 ,8.0 ,120 ,60 ,75 ,5648 ,7223 ,,
736,LR-SC,LRSC0736,2006,LRSC07,medium_maturity,25.4 ,29.4 ,22.0 ,2361.6 ,1431.6 ,606.9 ,536.6 ,1452.6 ,Paddy soil,silty clay loam,31.4 ,31.5 ,200.0 ,6.3 ,120 ,60 ,90 ,6254 ,7208 ,,
737,LR-SC,LRSC0737,2006,LRSC07,medium_maturity,25.5 ,29.5 ,22.1 ,2318.2 ,1408.2 ,602.5 ,533.7 ,1440.3 ,Paddy soil,loamy sand,44.2 ,30.5 ,170.0 ,8.2 ,120 ,60 ,90 ,6750 ,8667 ,,
738,LR-SC,LRSC0738,2005,LRSC07,medium_maturity,24.3 ,28.8 ,20.9 ,2376.8 ,1396.8 ,140.3 ,468.6 ,1350.4 ,Paddy soil,clay loam,30.4 ,28.6 ,169.0 ,6.5 ,120 ,75 ,90 ,6054 ,7128 ,,
739,LR-SC,LRSC0739,2008,LRSC07,medium_maturity,26.2 ,30.6 ,23.2 ,2589.6 ,1599.6 ,176.1 ,587.1 ,1569.0 ,Paddy soil,clay loam,35.7 ,17.2 ,143.0 ,7.6 ,120 ,60 ,90 ,5736 ,7571 ,,
740,LR-SC,LRSC0740,2009,LRSC07,medium_maturity,26.5 ,31.8 ,22.7 ,2488.9 ,1548.9 ,174.6 ,574.9 ,1508.4 ,Paddy soil,clay loam,40.2 ,12.6 ,105.0 ,7.1 ,90 ,36 ,60 ,6660 ,7245 ,,
741,LR-SC,LRSC0741,2009,LRSC07,medium_maturity,26.7 ,32.1 ,22.9 ,2378.3 ,1488.3 ,174.6 ,555.8 ,1451.3 ,Paddy soil,sandy clay,38.5 ,6.2 ,79.0 ,5.6 ,150 ,36 ,75 ,4905 ,6450 ,,
742,LR-SC,LRSC0742,2009,LRSC07,medium_maturity,26.8 ,32.1 ,23.0 ,2385.0 ,1495.0 ,174.6 ,557.6 ,1458.1 ,Paddy soil,sandy clay,34.2 ,8.1 ,78.0 ,7.4 ,150 ,36 ,75 ,4062 ,5670 ,,
743,LR-SC,LRSC0743,2006,LRSC07,medium_maturity,27.3 ,31.7 ,23.9 ,2616.7 ,1656.7 ,366.3 ,535.7 ,1491.3 ,Paddy soil,sandy loam,23.8 ,12.0 ,89.0 ,6.9 ,150 ,36 ,75 ,4485 ,7395 ,,
744,LR-SC,LRSC0744,2006,LRSC07,medium_maturity,27.3 ,31.7 ,23.9 ,2616.7 ,1656.7 ,366.3 ,535.7 ,1491.3 ,Paddy soil,sandy loam,28.4 ,4.3 ,126.0 ,6.1 ,150 ,36 ,75 ,4485 ,7395 ,,
745,LR-SC,LRSC0745,2006,LRSC07,medium_maturity,27.3 ,31.7 ,23.9 ,2616.7 ,1656.7 ,366.3 ,535.7 ,1491.3 ,Paddy soil,sandy loam,23.8 ,3.7 ,89.0 ,6.9 ,150 ,36 ,75 ,3120 ,6270 ,,
746,LR-SC,LRSC0746,2007,LRSC07,medium_maturity,28.0 ,32.6 ,24.8 ,2684.4 ,1724.4 ,209.2 ,581.6 ,1571.1 ,Paddy soil,clay,39.8 ,5.9 ,88.0 ,6.1 ,150 ,36 ,75 ,5940 ,7403 ,,
747,LR-SC,LRSC0747,2007,LRSC07,medium_maturity,28.0 ,32.6 ,24.8 ,2684.4 ,1724.4 ,209.2 ,581.6 ,1571.1 ,Paddy soil,clay,35.3 ,13.4 ,102.0 ,6.4 ,150 ,36 ,75 ,5775 ,7013 ,,
748,LR-SC,LRSC0748,2008,LRSC07,late_maturity,26.301099,30.824176,22.941758,2393.4,1483.4,226.4,544,1432.03,Paddy soil,clay loam,47.6,11,190,5.6,150,36,75,4201.5,6483,,
749,LR-SC,LRSC0749,2008,LRSC07,late_maturity,26.301099,30.824176,22.941758,2393.4,1483.4,226.4,544,1432.03,Paddy soil,clay loam,32.4,11.2,81,5.6,150,36,75,5602.5,6723,,
750,LR-SC,LRSC0750,2008,LRSC07,late_maturity,26.301099,30.824176,22.941758,2393.4,1483.4,226.4,544,1432.03,Paddy soil,clay loam,49.6,10.8,129,5.9,150,36,75,4762.5,6163.5,,
751,LR-SC,LRSC0751,2007,LRSC07,early_maturity,25.618681,30.104396,22.462637,2331.3,1421.3,158.4,488.9,1357.67,Paddy soil,clay loam,48.6,19.8,91,6,150,36,75,4402.5,5602.5,,
752,LR-SC,LRSC0752,2007,LRSC07,medium_maturity,25.6 ,30.1 ,22.5 ,2331.3 ,1421.3 ,158.4 ,488.9 ,1357.7 ,Paddy soil,clay,44.1 ,27.1 ,91.0 ,7.1 ,150 ,36 ,75 ,4853 ,5603 ,,
753,LR-SC,LRSC0753,2007,LRSC07,medium_maturity,25.6 ,30.1 ,22.5 ,2331.3 ,1421.3 ,158.4 ,488.9 ,1357.7 ,Paddy soil,clay,55.4 ,10.3 ,94.0 ,6.7 ,150 ,36 ,75 ,4452 ,5253 ,,
754,LR-SC,LRSC0754,2009,LRSC07,late_maturity,26.484615,31.178022,23.159341,2410.1,1500.1,189.7,527.27,1404.06,Paddy soil,clay,26.8,6.8,45,6.7,150,36,75,4587,6379.5,,
755,LR-SC,LRSC0755,2009,LRSC07,medium_maturity,26.5 ,31.2 ,23.2 ,2410.1 ,1500.1 ,189.7 ,527.3 ,1404.1 ,Paddy soil,sandy loam,35.7 ,14.0 ,80.0 ,5.2 ,150 ,36 ,75 ,5153 ,7023 ,,
756,LR-SC,LRSC0756,2010,LRSC07,medium_maturity,26.2 ,30.6 ,23.0 ,2387.0 ,1477.0 ,189.1 ,514.8 ,1400.9 ,Paddy soil,sandy loam,30.4 ,8.2 ,61.0 ,5.5 ,150 ,36 ,75 ,4736 ,7004 ,,
757,LR-SC,LRSC0757,2008,LRSC07,medium_maturity,25.5 ,30.7 ,21.8 ,2015.7 ,1225.7 ,297.2 ,388.0 ,1110.1 ,Paddy soil,clay loam,47.8 ,6.5 ,48.0 ,7.9 ,135 ,72 ,68 ,4670 ,7295 ,,
758,LR-SC,LRSC0758,2008,LRSC07,late_maturity,25.51519,30.656962,21.818987,2015.7,1225.7,297.2,388,1110.12,Paddy soil,sandy loam,29.9,20.2,76,5.2,135,72,67.5,3334.5,6685.5,,
759,LR-SC,LRSC0759,2008,LRSC07,medium_maturity,25.3 ,30.6 ,21.6 ,2103.1 ,1273.1 ,297.2 ,416.0 ,1170.0 ,Paddy soil,sandy loam,41.0 ,52.8 ,86.0 ,4.5 ,135 ,72 ,68 ,3669 ,7004 ,,
760,LR-SC,LRSC0760,2008,LRSC07,medium_maturity,25.9 ,31.2 ,22.0 ,2461.0 ,1511.0 ,297.9 ,515.4 ,1418.9 ,Paddy soil,sandy loam,30.4 ,33.1 ,52.0 ,4.6 ,135 ,68 ,72 ,3602 ,6404 ,,
761,LR-SC,LRSC0761,2008,LRSC07,medium_maturity,25.4 ,30.6 ,21.6 ,2156.1 ,1306.1 ,297.2 ,431.4 ,1206.0 ,Paddy soil,sandy loam,64.3 ,9.1 ,48.0 ,4.2 ,144 ,63 ,72 ,3251 ,6843 ,,
762,LR-SC,LRSC0762,2009,LRSC07,medium_maturity,25.5 ,31.0 ,22.0 ,2094.4 ,1274.4 ,104.8 ,434.4 ,1197.9 ,Paddy soil,loam,34.2 ,9.6 ,29.0 ,4.6 ,144 ,63 ,72 ,3632 ,6686 ,,
763,LR-SC,LRSC0763,2009,LRSC07,medium_maturity,25.1 ,30.4 ,21.6 ,2131.7 ,1281.7 ,105.0 ,432.1 ,1201.5 ,Paddy soil,sandy loam,28.7 ,10.3 ,40.0 ,5.0 ,144 ,63 ,72 ,3843 ,6936 ,,
764,LR-SC,LRSC0764,2008,LRSC07,medium_maturity,25.1 ,29.9 ,21.8 ,2361.8 ,1421.8 ,341.5 ,469.8 ,1297.2 ,Paddy soil,loam,28.6 ,8.1 ,45.0 ,6.7 ,180 ,45 ,135 ,4949 ,6525 ,,
765,LR-SC,LRSC0765,2009,LRSC07,medium_maturity,26.0 ,31.5 ,22.3 ,2442.8 ,1502.8 ,110.9 ,560.8 ,1439.9 ,Paddy soil,clay loam,24.3 ,9.1 ,77.0 ,6.3 ,150 ,36 ,75 ,4110 ,7140 ,,
766,LR-SC,LRSC0766,2006,LRSC07,medium_maturity,25.8 ,31.2 ,22.1 ,2195.3 ,1345.3 ,137.7 ,489.2 ,1307.3 ,Paddy soil,silty clay loam,49.8 ,16.9 ,58.0 ,5.6 ,150 ,36 ,75 ,4002 ,6629 ,,
767,LR-SC,LRSC0767,2006,LRSC07,late_maturity,25.71481481,31.13580247,21.97777778,2082.9,1272.9,129.6,466.1,1234.85,Paddy soil,silty clay loam,38.6,21.1,57,5.2,150,36,75,3751.5,5346,,
768,LR-SC,LRSC0768,2007,LRSC07,medium_maturity,24.5 ,29.5 ,21.1 ,2106.3 ,1246.3 ,222.5 ,408.6 ,1152.2 ,Paddy soil,clay loam,21.5 ,5.2 ,58.0 ,6.5 ,180 ,45 ,90 ,4650 ,6288 ,,
769,LR-SC,LRSC0769,2007,LRSC07,late_maturity,24.508989,29.576404,21.133708,2181.3,1291.3,222.5,432.3,1209.04,Paddy soil,clay loam,26.3,8.1,95,5.8,180,45,135,5025,6225,,
770,LR-SC,LRSC0770,2008,LRSC07,medium_maturity,25.6 ,30.6 ,22.2 ,2509.6 ,1529.6 ,349.0 ,521.1 ,1414.4 ,Paddy soil,sandy loam,26.0 ,3.2 ,52.0 ,6.2 ,150 ,36 ,75 ,3335 ,5961 ,,
771,LR-SC,LRSC0771,2008,LRSC07,late_maturity,25.39881,30.286905,21.978571,2133.5,1293.5,239.3,438,1191.67,Paddy soil,sandy loam,21.9,3.8,44,6,150,36,75,3334.5,6253.5,,
772,LR-SC,LRSC0772,2008,LRSC07,late_maturity,25.811628,30.745349,22.393023,2219.8,1359.8,347.8,455.1,1240.7,Paddy soil,sandy loam,23.4,3.7,54,6.2,150,36,75,3333,6253.5,,
773,LR-SC,LRSC0773,2007,LRSC07,medium_maturity,25.5 ,29.9 ,22.4 ,2167.3 ,1317.3 ,337.1 ,501.9 ,1324.3 ,Paddy soil,sandy loam,36.9 ,4.9 ,89.0 ,5.2 ,150 ,38 ,75 ,5169 ,6911 ,,
774,LR-SC,LRSC0774,2009,LRSC07,medium_maturity,26.1 ,30.4 ,23.1 ,2220.3 ,1370.3 ,155.2 ,500.6 ,1319.9 ,Paddy soil,sandy loam,36.9 ,4.9 ,89.0 ,5.2 ,150 ,83 ,75 ,3926 ,7067 ,,
775,LR-SC,LRSC0775,2007,LRSC07,medium_maturity,25.5 ,29.9 ,22.4 ,2194.1 ,1334.1 ,337.1 ,509.8 ,1344.4 ,Paddy soil,sandy loam,24.6 ,6.3 ,263.0 ,5.3 ,150 ,38 ,75 ,4298 ,6911 ,,
776,LR-SC,LRSC0776,2009,LRSC07,medium_maturity,26.3 ,30.5 ,23.2 ,2233.5 ,1383.5 ,154.3 ,512.3 ,1341.3 ,Paddy soil,sandy loam,60.0 ,18.4 ,110.0 ,7.9 ,135 ,68 ,75 ,3953 ,6462 ,,
777,LR-SC,LRSC0777,2008,LRSC07,medium_maturity,25.3 ,29.9 ,21.9 ,2248.1 ,1358.1 ,268.0 ,489.0 ,1302.2 ,Paddy soil,clay loam,38.9 ,15.5 ,88.0 ,7.5 ,150 ,38 ,75 ,4887 ,6627 ,,
778,LR-SC,LRSC0778,2008,LRSC07,medium_maturity,25.8 ,30.3 ,22.6 ,2196.0 ,1346.0 ,270.4 ,459.8 ,1259.7 ,Paddy soil,sandy loam,43.7 ,11.7 ,136.0 ,6.7 ,150 ,38 ,75 ,5246 ,7031 ,,
779,LR-SC,LRSC0779,2007,LRSC07,late_maturity,25.136047,29.466279,22.037209,2161.7,1301.7,306.4,503.9,1325.07,Paddy soil,sandy loam,38.8,19.8,61,5.9,149.7,82.8,74.7,3925.5,7066.5,,
780,LR-SC,LRSC0780,2008,LRSC07,late_maturity,25.532258,30.202151,22.188172,2374.5,1444.5,271.1,522.8,1388.35,Paddy soil,sandy loam,45.6,12.3,103,6.1,149.7,37.8,74.7,4027.5,7162.5,,
781,LR-SC,LRSC0781,2009,LRSC07,late_maturity,25.80814,30.15814,22.682558,2219.5,1359.5,155.2,504.6,1320,Paddy soil,sandy loam,38.4,9.7,84,5.9,134.55,68.4,74.7,4377,6982.5,,
782,LR-SC,LRSC0782,2007,LRSC07,late_maturity,24.452941,28.685882,21.396471,2078.5,1228.5,302.8,469.4,1245.04,Paddy soil,sandy loam,54.1,11,92,7.9,149.7,37.8,74.7,4855.5,6544.5,,
783,LR-SC,LRSC0783,2009,LRSC07,late_maturity,25.834409,30.163441,22.725806,2402.6,1472.6,174.4,558.5,1450.31,Paddy soil,sandy loam,33.6,12.1,105,7.5,165.6,74.7,74.7,4507.5,8604,,
784,LR-SC,LRSC0784,2009,LRSC07,medium_maturity,26.7 ,32.0 ,23.1 ,2455.2 ,1535.2 ,195.1 ,546.1 ,1447.0 ,Paddy soil,clay loam,34.3 ,31.2 ,90.0 ,8.1 ,165 ,45 ,90 ,4481 ,7628 ,,
785,LR-SC,LRSC0785,2009,LRSC07,late_maturity,27.095652,32.401087,23.444565,2492.8,1572.8,195.1,559,1480.86,Paddy soil,clay loam,44.7,17.1,93,8.1,165,45,90,6586.5,7648.5,,
786,LR-SC,LRSC0786,2010,LRSC07,medium_maturity,25.8 ,30.7 ,22.3 ,2449.4 ,1499.4 ,152.7 ,483.8 ,1366.0 ,Paddy soil,clay loam,41.0 ,8.8 ,83.0 ,8.2 ,165 ,45 ,90 ,3836 ,6677 ,,
787,LR-SC,LRSC0787,2008,LRSC07,medium_maturity,25.5 ,30.0 ,21.6 ,2118.5 ,1288.5 ,199.8 ,378.0 ,1108.4 ,Paddy soil,loam,26.5 ,9.2 ,30.0 ,5.5 ,188 ,45 ,95 ,4080 ,5880 ,,
788,LR-SC,LRSC0788,2008,LRSC07,medium_maturity,26.6 ,31.2 ,22.7 ,2051.2 ,1281.2 ,204.6 ,380.1 ,1108.9 ,Paddy soil,sandy loam,38.5 ,55.4 ,79.0 ,4.8 ,188 ,45 ,95 ,2865 ,5295 ,,
789,LR-SC,LRSC0789,2006,LRSC07,medium_maturity,24.9 ,29.8 ,21.4 ,2264.8 ,1354.8 ,359.5 ,442.6 ,1260.0 ,Paddy soil,clay loam,42.4 ,9.8 ,59.0 ,8.2 ,150 ,36 ,105 ,3995 ,6080 ,,
